OBJECTID,Date,Dead,Serious injuries,Light injuries,Day of the week,Day/Night,Type of the accident,Cause of the accident,Alcohol or drugs,Weather conditions,Place,Vehicle type,Vehicle characteristic,Skid,Total damage in Czk,x,y
419,11/4/2017,0,0,0,Saturday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850422.3982220911,6311601.443893913
420,11/4/2017,0,0,0,Saturday,Night,Crash,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1840862.795316728,6312735.546817975
421,11/4/2017,0,0,1,Saturday,Day,Crash,Driver of a non-motorized vehicle,No,Clear,None or none of listed,Bicycle,"Private, not used for business activity",No,2000,1845658.1383061581,6310947.883165923
422,11/4/2017,0,0,0,Saturday,Day,Collision with wildlife animals,"Forest animals, pets",Not tested,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,30000,1836562.2994125693,6312327.143934925
423,11/3/2017,0,0,1,Friday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Truck,Private company,Yes,90000,1842836.655197938,6312190.2454518005
424,11/3/2017,0,0,1,Friday,Day,Crash,Driver of a non-motorized vehicle,No,Clear,None or none of listed,Bicycle,"Private, not used for business activity",No,1000,1842916.6813327167,6310945.085094425
425,11/3/2017,0,0,1,Friday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Under influence of drugs,Clear,None or none of listed,Motorbike,Private company,No,80000,1842224.0940963665,6312096.504917709
426,11/3/2017,0,1,0,Friday,Day,Collision with pedestrian,The driver of the motor vehicle,Not tested,Clear,Pedestrian crossing,Truck,Private company,No,0,1851161.9216519431,6309318.851350205
427,11/3/2017,0,0,1,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Private company,No,10000,1846730.6075349832,6317682.3793653045
428,11/3/2017,0,0,0,Friday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1854913.074793354,6310209.0047477465
429,11/3/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1844779.0043161663,6303479.903541137
430,11/3/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1844837.0002123995,6303445.848958208
431,11/3/2017,0,0,0,Friday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,10000,1845487.1094895354,6303569.607663207
432,11/3/2017,0,1,0,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,"Exit from the car park, forest roads, etc.",Truck,Private company,No,60000,1853341.8450425616,6314405.66761722
433,11/3/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1846352.954047398,6312961.538196947
434,11/3/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1842513.5248837506,6312112.685857401
435,11/2/2017,0,0,1,Thursday,Night,Collision with a parked vehicle,Driver of a non-motorized vehicle,Under influence of alcohol,Clear,Parking slot adjacent to the road,Bicycle,"Private, not used for business activity",No,0,1848416.418437646,6308255.155473321
436,11/2/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1854590.923756723,6310392.026509113
437,11/2/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1853942.7838326967,6296908.204455162
438,11/2/2017,0,0,0,Thursday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Private company,No,200000,1842947.7531629435,6310216.471301601
439,11/2/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1854326.3174384232,6307284.626099276
440,11/2/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1848287.588279634,6307313.462888755
441,11/2/2017,0,1,0,Thursday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,90000,1857875.6553561524,6303427.586437982
442,11/2/2017,0,0,0,Thursday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,"Bridge, overpass, underpass, tunnel",Passenger car without a trailer,"Private, not used for business activity",No,30000,1858164.962022301,6303099.06668871
443,11/2/2017,0,0,0,Thursday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,0,1847845.052894756,6306150.979026886
444,11/2/2017,0,0,0,Thursday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850132.1337630425,6306973.911894529
445,11/2/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1846607.659164906,6306988.518211326
446,11/2/2017,0,0,0,Thursday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,50000,1851287.5380162566,6298325.964580965
447,11/1/2017,0,0,0,Wednesday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,"Bridge, overpass, underpass, tunnel",Truck,Private company,No,20000,1851080.0324741707,6310498.486624801
448,11/1/2017,0,0,0,Wednesday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,20000,1854997.9618050125,6308861.250238139
449,11/1/2017,0,0,0,Wednesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Under influence of alcohol,Clear,Parking slot adjacent to the road,Passenger car without a trailer,Private company,No,5000,1837366.7404732718,6316787.382414505
450,11/1/2017,0,0,1,Wednesday,Day,Collision with pedestrian,The driver of the motor vehicle,Not tested,Clear,Pedestrian crossing,"Not identified, the driver has fled",Not identified,No,0,1858422.1925337797,6309111.043703792
451,11/1/2017,0,0,0,Wednesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1856781.9778719041,6309270.770755438
452,11/1/2017,0,0,0,Wednesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1847334.6070545223,6306629.408929027
453,10/31/2017,0,0,0,Tuesday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Truck,Private company,No,0,1850632.7653430107,6307792.2194195
454,10/31/2017,0,0,1,Tuesday,Day,Collision with pedestrian,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,Private company,No,0,1840335.5050564222,6313533.991703641
455,10/31/2017,0,0,0,Tuesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1855113.6568197103,6309820.15587181
456,10/31/2017,0,0,0,Tuesday,Day,Collision with a tram,The driver of the motor vehicle,No,"At the beginning of the rain, light rain, drizzle, etc.",Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,70000,1848385.4609325356,6307976.28180085
457,10/31/2017,0,0,0,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Rain,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,10000,1847285.2452093156,6309681.74118416
458,10/31/2017,0,0,1,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Rain,None or none of listed,Truck,Private company,No,20000,1849340.7317769367,6302935.590993757
459,10/31/2017,0,0,0,Tuesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850611.6786484704,6312624.401826625
460,10/31/2017,0,0,0,Tuesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1846187.6270150864,6315560.691211462
461,10/31/2017,0,0,0,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,0,1849715.2748866312,6307818.146612645
462,10/31/2017,0,0,0,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,30000,1852298.7756252142,6311079.032307614
463,10/31/2017,0,0,0,Tuesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,Private company,No,0,1845448.3823292407,6319370.349207753
464,10/30/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1852437.3063862913,6309352.880776416
465,10/30/2017,0,0,0,Monday,Day,Collision with pedestrian,Pedestrian,Not tested,Clear,Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,1000,1857036.2699940964,6304179.275431938
466,10/30/2017,0,1,1,Monday,Day,Other collisions,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,0,1851049.0287714668,6311991.0258656405
467,10/30/2017,0,0,0,Monday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,"Bridge, overpass, underpass, tunnel",Truck with trailer,Private company,No,0,1844487.2819057442,6307821.401868802
468,10/30/2017,0,0,1,Monday,Day,Collision with pedestrian,Pedestrian,No,Clear,"Bus, trolleybus, tram stop. islet",Tram,Public transport,No,0,1847381.2721850576,6305464.6426011035
469,10/30/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850515.8801003185,6310874.598878606
470,10/30/2017,0,0,0,Monday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,Private company,No,0,1842135.1067425762,6310869.79005514
471,10/30/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,Private company,No,10000,1849441.6876457757,6308788.5333484495
472,10/30/2017,0,0,0,Monday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,Near the pedestrian crossing,"Not identified, the driver has fled",Not identified,No,0,1848700.4940896048,6311040.478215156
473,10/30/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1849814.5532820667,6310394.756579656
474,10/30/2017,0,0,0,Monday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1852458.5629543818,6309219.81371378
475,10/29/2017,0,0,0,Sunday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Rain,None or none of listed,Passenger car without a trailer,Private company,No,10000,1839560.4087040562,6304751.722056818
476,10/29/2017,0,0,0,Sunday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Impact wind,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,110000,1843051.015905594,6303992.477208091
